Script,Type,Message,Item
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugprocess-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugprocess-performasyncbreak-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugproperty-getmembers-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugproperty-getpropertyinfo-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugproperty-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugstackwalker-getnext-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugstackwalker-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsenumdebugproperty-getcount-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsenumdebugproperty-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsenumdebugproperty-next-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanager-addapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanager-enumapplications
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanager-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanager-removeapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanagercookie-addapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanagercookie-enumapplications
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanagercookie-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanagercookie-removeapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanagerevents-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanagerevents-onaddapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/imachinedebugmanagerevents-onremoveapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iobjectidentity-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iobjectidentity-isequalobject
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iperpropertybrowsing2-getdisplaystring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iperpropertybrowsing2-getpredefinedstrings
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iperpropertybrowsing2-interface-1
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iperpropertybrowsing2-mappropertytopage
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iperpropertybrowsing2-setpredefinedvalue
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iprocessdebugmanager-addapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iprocessdebugmanager-createapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iprocessdebugmanager-createdebugdocumenthelper
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iprocessdebugmanager-getdefaultapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iprocessdebugmanager-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iprocessdebugmanager-removeapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iprovideexpressioncontexts-enumexpressioncontexts
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iprovideexpressioncontexts-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-causebreak
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-connectdebugger
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-createinstanceatapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-disconnectdebugger
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-enumglobalexpressioncontexts
extract-scrapings, INFO, Files processed, 16800
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-enumthreads
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-getdebugger
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-getname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-getrootnode
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-queryalive
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication-resumefrombreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication110-getcurrentdebuggeroptions
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication110-getmainthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication110-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplication110-setdebuggeroptions
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-onbreakflagchange
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-onclose
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-onconnectdebugger
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-oncreatethread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-ondebugoutput
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-ondestroythread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-ondisconnectdebugger
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-onenterbreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-onleavebreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationevents-onsetname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationex-forcestepmode
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationex-gethostpid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationex-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationex-revokebreak
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationex-setlocale
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-enumstackframes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-getapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-getdescription
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-getstate
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-getsuspendcount
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-getsystemthreadid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-resume
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-setnextstatement
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthread-suspend
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthreadex-enumglobalcontexts
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iremotedebugapplicationthreadex-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-getbody
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-getitemname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-getname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-getrange
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-getsignature
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-gettext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-setbody
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-setitemname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-setname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-setsignature
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptentry-settext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-alive
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-createchildentry
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-createchildhandler
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-delete
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-getchild
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-getcookie
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-getindexinparent
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-getlanguage
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-getnumberofchildren
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-getparent
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptnode-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptscriptlet-geteventname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptscriptlet-getsimpleeventname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptscriptlet-getsubitemname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptscriptlet-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptscriptlet-seteventname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptscriptlet-setsimpleeventname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iscriptscriptlet-setsubitemname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/isetnextstatement-cansetnextstatement
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/isetnextstatement-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/isetnextstatement-setnextstatement
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/isimpleconnectionpoint-advise
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/isimpleconnectionpoint-describeevents
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/isimpleconnectionpoint-geteventcount
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/isimpleconnectionpoint-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/isimpleconnectionpoint-unadvise
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ivariantchangetype-changetype
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ivariantchangetype-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iwebappdiagnosticsobjectinitialization-initialize
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iwebappdiagnosticsobjectinitialization-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iwebappdiagnosticssetup-createobjectwithsiteatwebapp
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iwebappdiagnosticssetup-diagnosticssupported
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iwebappdiagnosticssetup-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/js-native-frame-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/js-property-attributes-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/js-property-members-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/jsdebugpropertyinfo-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/jsdebugreadmemoryflags-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-event-mask-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-external-object-address-type
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-enum-flags-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-flags-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-id-type
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-name-id-type
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-optional-info-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-optional-info-type-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-relationship-flags-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-relationship-list-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-relationship-structure
extract-scrapings, INFO, Files processed, 16900
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-scope-list-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-heap-object-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-property-type-substring-info-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-relationship-info-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/profiler-script-type-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/script-debugger-options-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/script-e-propagate-error-code
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/script-e-recorded-error-code
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/script-e-reported-error-code
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/script-error-debug-exception-thrown-kind-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scriptgctype-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scriptlanguageversion-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scriptprop-hostkeepalive-property
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scriptstate-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scriptthreadid-constants
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scriptthreadstate-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scripttraceinfo-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scriptuichandling-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/scriptuicitem-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/source-text-attr-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/text-doc-attr-constants
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/text-document-array-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/windows-script-interfaces-reference
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/windows-script-engines
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/windows-script-hosts
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/windows-script-interfaces
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/advanced-topics/extension-host
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/advanced-topics/remote-extensions
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/advanced-topics/using-proposed-api
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-capabilities/common-capabilities
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-capabilities/extending-core-functionalities
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-capabilities/extending-workbench
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-capabilities/overview
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-capabilities/theming
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/color-theme
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/command
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/debugger-extension
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/file-system-provider
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/i18n
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/icon-theme
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/markdown-extension
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/overview
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/scm-provider
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/search-provider
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/task-provider
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/terminal
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/tree-view
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/virtual-documents
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/extension-guides/webview
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/get-started/extension-anatomy
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/get-started/wrapping-up
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/get-started/your-first-extension
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/index
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/embedded-languages
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/language-configuration-guide
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/language-server-extension-guide
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/multiroot-support
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/overview
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/programmatic-language-features
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/smart-editing-guide
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/snippet-guide
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/language-extensions/syntax-highlight-guide
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/references/activation-events
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/references/commands
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/references/contribution-points
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/references/document-selector
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/references/extension-manifest
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/references/icons-in-labels
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/references/theme-color
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/working-with-extensions/bundling-extension
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/working-with-extensions/continuous-integration
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/working-with-extensions/profiling-extension
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/working-with-extensions/publishing-extension
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/working-with-extensions/testing-extension
extract-scrapings, INFO, Files processed, 17000
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/supporting/oss-extensions
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/v1_31
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/v1_32
extract-scrapings, INFO, Files processed, 17100
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/v1_33
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/app-service-extension/create-app
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/app-service-extension/deploy-app
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/app-service-extension/getting-started
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/app-service-extension/tailing-logs
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/docker-extension/containerize-app
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/docker-extension/create-registry
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/docker-extension/deploy-container
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/docker-extension/getting-started
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/docker-extension/tailing-logs
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/functions-extension/create-app
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/functions-extension/create-function
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/functions-extension/deploy-app
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/functions-extension/getting-started
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/functions-extension/run-app
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/nodejs-deployment/create-website
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/nodejs-deployment/deploy-website
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/nodejs-deployment/express
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/nodejs-deployment/extensions
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/nodejs-deployment/getting-started
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/nodejs-deployment/publishing-changes
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/nodejs-deployment/tailing-logs
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/static-website/code-change
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/static-website/create-app
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/static-website/create-storage
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/static-website/deploy-website
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/static-website/getting-started
extract-scrapings, WARNING, Request failed, https://code.visualstudio.com/docs/images/README
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/azure/devops/issue_template
extract-scrapings, INFO, Files processed, 17200
extract-scrapings, INFO, Files processed, 17300
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/azure/devops/extend/_data/draft
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/azure/devops/extend/_data/get-help
extract-scrapings, INFO, Files processed, 17400
extract-scrapings, INFO, Files processed, 17500
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/azure/devops/extend/reference/client/api/TFS/Build/Contracts/Issue
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/azure/devops/extend/reference/client/api/TFS/Build/Contracts/IssueType
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/azure/devops/extend/reference/client/api/TFS/Build/Contracts/TaskOrchestrationPlanReference
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/azure/devops/extend/reference/client/api/TFS/Build/Contracts/Timeline
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/azure/devops/extend/reference/client/api/TFS/Build/Contracts/TimelineRecord
